category,region,price,avg_price_category_region,supplier_id,supplier_name,supplier_win_count,days_to_tender,price_per_unit,supplier_years_active,supplier_total_contracts,supplier_avg_contract_value,is_suspicious
Канцелярия,Астана,4744555,4974377,BIN308153682941,ТОО ТехИмпорт 899,3,6,9212.73,13,491,5120880,0
Медикаменты,Шымкент,6233671,4420218,BIN955704028249,ТОО СнабKZ 19,3,8,178104.89,7,393,19036663,0
Канцелярия,Шымкент,1680227,1608763,BIN684008765185,ТОО ПрофСтрой 52,1,9,560075.67,7,25,1414051,0
Техника,Шымкент,1402506,962264,BIN550251120422,ТОО ЭкоПоставка 696,11,10,3973.1,3,430,9973774,1
Строительство,Шымкент,2513386,2090077,BIN445256724711,ТОО ПрофСтрой 299,3,5,4378.72,7,182,19972046,0
Техника,Алматы,4449457,2856488,BIN544154611987,ТОО АстанаСнаб 611,9,10,7318.19,14,300,10476081,0
Медикаменты,Актобе,2347755,2972040,BIN303222492191,ТОО Медика 394,2,3,5016.57,14,475,14799119,0
Продукты,Атырау,3161142,2580331,BIN287836469484,ТОО Медика 304,9,10,10467.36,14,429,15842068,0
Строительство,Атырау,3754241,4554069,BIN801741840014,ТОО ПрофСтрой 80,12,7,4589.54,9,83,15988611,0
Продукты,Атырау,895005,1272369,BIN104195865007,ТОО Медика 315,8,5,11329.18,7,122,17855570,0
Строительство,Шымкент,2837345,3876269,BIN932461226328,ТОО ПрофСтрой 539,8,2,4041.8,3,481,1215125,0
Строительство,Актобе,2719909,2279260,BIN940665830153,ТОО ПрофСтрой 192,4,5,47717.7,4,59,5540065,0
Строительство,Актобе,1008032,1067447,BIN234552004310,ТОО Медика 49,7,4,5065.49,2,33,6181712,0
Строительство,Шымкент,5740940,3890783,BIN902777621549,ТОО СнабKZ 507,13,1,11716.2,15,43,11337598,1
Продукты,Астана,3739453,3506241,BIN210810379240,ТОО Медика 724,2,10,6316.64,11,178,6760187,0
Строительство,Актобе,854737,861953,BIN135519799278,ТОО СнабKZ 433,11,3,8218.62,1,98,8431821,0
Медикаменты,Шымкент,6332438,4942170,BIN800005674887,ТОО СнабKZ 357,10,8,10769.45,10,492,9406471,0
Техника,Алматы,3583511,2523179,BIN920894318836,ТОО СнабKZ 767,7,9,6623.87,6,322,10170027,0
Продукты,Атырау,3618964,2491459,BIN719860040936,ТОО Медика 717,7,3,4213.0,12,114,15193269,0
Техника,Актобе,2805362,3353638,BIN132405788700,ТОО СнабKZ 873,6,5,6926.82,10,130,6090647,0
Техника,Шымкент,2398209,3119016,BIN943691429699,ТОО СнабKZ 56,8,5,12893.6,8,34,7269710,0
Строительство,Шымкент,3262884,2454542,BIN734193397851,ТОО ЭкоПоставка 456,13,2,5965.05,10,142,12408041,0
Техника,Актобе,5896461,4672904,BIN370937690769,ТОО АстанаСнаб 977,12,7,6266.16,3,232,1700635,0
Медикаменты,Астана,4835041,3028048,BIN948296439406,ТОО ПрофСтрой 957,3,6,7723.71,9,355,7541334,0
Техника,Астана,762172,873207,BIN138176857370,ТОО АстанаСнаб 737,4,3,5047.5,13,247,13521774,0
Техника,Атырау,2035513,1402212,BIN787674958423,ТОО СнабKZ 179,3,5,2653.86,6,309,3424804,0
Медикаменты,Шымкент,5970378,3990008,BIN302215243361,ТОО ПрофСтрой 936,6,4,10796.34,8,477,17262891,0
Канцелярия,Актобе,4255641,3894791,BIN496049122157,ТОО ЭкоПоставка 436,13,10,16887.46,3,303,1485886,0
Медикаменты,Астана,3363499,4533515,BIN279649086047,ТОО ПрофСтрой 906,6,8,24197.83,15,117,19001513,0
Строительство,Атырау,1880899,1287122,BIN195534305649,ТОО Медика 188,12,4,2414.5,13,460,3592631,1
Техника,Шымкент,3954748,4870849,BIN251046505783,ТОО СнабKZ 648,11,4,8672.69,6,199,12874323,0
Продукты,Астана,3637105,2337002,BIN813481517747,ТОО ПрофСтрой 249,13,5,61645.85,4,406,1504587,1
Строительство,Атырау,1523267,2125996,BIN315275095018,ТОО ТехИмпорт 534,13,9,6454.52,3,233,5953142,0
Медикаменты,Актобе,3705779,4081722,BIN402198734364,ТОО ТехИмпорт 596,3,4,28951.4,8,112,14972349,0
Строительство,Алматы,1313551,1494708,BIN443682037385,ТОО Медика 594,15,7,1688.37,10,143,8061698,0
Канцелярия,Шымкент,5259489,4996671,BIN581952179566,ТОО ПрофСтрой 161,14,4,9849.23,9,424,15929743,0
Медикаменты,Шымкент,1562176,1087343,BIN313436043932,ТОО ТехИмпорт 560,5,6,27406.6,15,202,12288565,0
Медикаменты,Актобе,7363462,4814717,BIN132050668891,ТОО АстанаСнаб 494,5,9,52223.13,9,229,18455214,0
Канцелярия,Актобе,1719478,1575556,BIN963118955561,ТОО ПрофСтрой 268,1,8,2371.69,2,73,6048034,0
Строительство,Шымкент,1001884,749990,BIN782476438792,ТОО СнабKZ 342,10,7,9451.74,1,370,1384565,0
Канцелярия,Атырау,2482934,1963190,BIN830623233173,ТОО СнабKZ 450,4,2,16335.09,9,252,13486592,0
Продукты,Атырау,1136099,1149125,BIN777480642740,ТОО ЭкоПоставка 993,8,2,2666.9,13,372,2651238,0
Продукты,Актобе,1506672,1595481,BIN843660638402,ТОО СнабKZ 70,6,9,1826.27,12,445,19001707,0
Канцелярия,Актобе,4391588,4635074,BIN660045743199,ТОО ТехИмпорт 223,3,4,5974.95,9,231,10736677,0
Техника,Шымкент,2429823,2695586,BIN182630758387,ТОО СнабKZ 333,8,2,2835.27,8,441,13391950,0
Канцелярия,Атырау,2851021,3442473,BIN193838327400,ТОО ЭкоПоставка 719,13,2,7542.38,10,186,17994801,0
Канцелярия,Астана,2901963,3850815,BIN431687495524,ТОО ПрофСтрой 378,11,9,9577.44,4,144,15198841,0
Продукты,Алматы,2669283,1743438,BIN121712204632,ТОО Медика 280,2,6,2737.73,6,17,2934937,0
Продукты,Шымкент,2156875,2819705,BIN269907418466,ТОО СнабKZ 878,13,1,2396.53,3,478,8751617,1
Медикаменты,Астана,730729,934528,BIN124244239926,ТОО ТехИмпорт 334,12,10,923.8,7,413,2782807,0
Медикаменты,Актобе,3317468,2178763,BIN644304731234,ТОО АстанаСнаб 395,12,2,14177.21,15,35,2137732,1
Медикаменты,Алматы,2610050,3209473,BIN995878047605,ТОО СнабKZ 134,5,2,7654.11,7,307,9782304,0
Продукты,Атырау,3001093,2167968,BIN555460920197,ТОО СнабKZ 491,5,7,3933.28,13,370,6552975,0
Медикаменты,Актобе,4686224,4624984,BIN362418835159,ТОО ТехИмпорт 82,1,1,7889.27,15,315,15525533,0
Канцелярия,Актобе,975776,921044,BIN110707048188,ТОО АстанаСнаб 607,3,7,13743.32,4,193,15094827,0
Канцелярия,Актобе,3307780,2465630,BIN552621414897,ТОО Медика 428,12,10,3720.79,3,442,1610201,0
Медикаменты,Актобе,2948165,3324036,BIN806021943803,ТОО АстанаСнаб 191,4,5,6103.86,1,271,13520440,0
Продукты,Шымкент,2018768,2391072,BIN594366712334,ТОО ТехИмпорт 648,3,7,7675.92,5,396,16709759,0
Техника,Актобе,4904468,3640173,BIN232909272180,ТОО ПрофСтрой 823,3,10,4974.11,12,180,19154479,0
Медикаменты,Алматы,3346410,2160147,BIN179820840096,ТОО ЭкоПоставка 419,15,5,26558.81,7,390,19693769,1
Техника,Астана,3995525,3069593,BIN556418058567,ТОО ПрофСтрой 934,15,4,6737.82,10,29,13193333,0
Канцелярия,Астана,857286,900064,BIN280710005553,ТОО Медика 602,13,3,1156.93,6,359,19224080,0
Строительство,Астана,5559696,3719930,BIN151683133989,ТОО АстанаСнаб 646,4,7,12327.49,1,63,7579414,0
Медикаменты,Астана,1005318,1167275,BIN678934703122,ТОО СнабKZ 250,12,5,1821.23,5,28,12652584,0
Техника,Астана,3881744,3360708,BIN335177848106,ТОО ТехИмпорт 813,8,2,88221.45,3,434,13907984,0
Строительство,Шымкент,3712261,4739332,BIN232295798644,ТОО ТехИмпорт 746,14,6,12845.19,12,295,8499256,0
Продукты,Шымкент,1192948,1416894,BIN660349130559,ТОО АстанаСнаб 372,2,5,1588.48,12,198,8531017,0
Техника,Актобе,1619817,1393272,BIN757481536564,ТОО ТехИмпорт 217,3,9,2055.61,13,192,10677810,0
Продукты,Алматы,1221361,1065121,BIN134532763444,ТОО Медика 614,1,7,1454.0,15,403,10734627,0
Продукты,Астана,2008816,2252513,BIN679037618162,ТОО СнабKZ 825,11,6,4265.0,7,358,19105799,0
Строительство,Алматы,3521344,2432552,BIN930848441145,ТОО АстанаСнаб 299,4,7,5001.91,3,136,13678307,0
Техника,Астана,1976206,1263930,BIN758603438080,ТОО Медика 402,15,6,5489.46,14,387,13052601,1
Медикаменты,Атырау,2811912,3358052,BIN788512462739,ТОО Медика 415,13,1,3100.23,12,290,16476613,1
Техника,Шымкент,4757125,3512567,BIN142065747876,ТОО ПрофСтрой 893,8,10,5550.9,13,344,11793302,0
Техника,Актобе,1116769,1403053,BIN741341570045,ТОО АстанаСнаб 695,2,10,3798.53,2,11,9211490,0
Продукты,Алматы,2004990,2506370,BIN117058881392,ТОО АстанаСнаб 274,3,5,4293.34,3,429,3995263,0
Медикаменты,Шымкент,2808105,3404102,BIN224949756143,ТОО ЭкоПоставка 330,3,6,6353.18,5,401,6391134,0
Медикаменты,Шымкент,3463932,3402546,BIN889071599661,ТОО ЭкоПоставка 404,14,10,3585.85,11,347,4974564,0
Канцелярия,Астана,421116,554475,BIN919401975306,ТОО ТехИмпорт 985,14,7,614.77,5,186,14168226,0
Медикаменты,Актобе,7379913,4671691,BIN681536617191,ТОО ТехИмпорт 696,14,1,163998.07,8,206,9072943,1
Продукты,Астана,3797811,2747467,BIN692385762999,ТОО Медика 244,2,3,7782.4,9,290,14556676,0
Строительство,Астана,4751674,3002886,BIN452830095770,ТОО ПрофСтрой 423,11,4,5098.36,1,252,10781887,1
Продукты,Шымкент,1364083,1512094,BIN296314023935,ТОО Медика 467,5,9,5905.12,8,380,16185807,0
Строительство,Шымкент,3613923,3268942,BIN286394951241,ТОО АстанаСнаб 189,7,2,4042.42,8,190,1961919,0
Строительство,Астана,2155037,1608868,BIN502905496523,ТОО ПрофСтрой 863,2,2,27628.68,5,126,14829816,0
Техника,Актобе,3884604,3358651,BIN688960988566,ТОО ПрофСтрой 852,13,10,4967.52,11,81,14788408,0
Техника,Актобе,2136904,1968495,BIN913389675238,ТОО ЭкоПоставка 526,7,7,2409.14,1,308,11885784,0
Канцелярия,Актобе,1369904,1534093,BIN570987091597,ТОО ЭкоПоставка 780,2,2,1628.9,12,29,19955643,0
Продукты,Атырау,1607566,1062298,BIN572480667405,ТОО ТехИмпорт 7,9,9,1664.15,15,407,14692587,0
Строительство,Шымкент,4534428,3369913,BIN259119363858,ТОО ПрофСтрой 451,7,8,4839.3,4,108,11783213,0
Строительство,Атырау,1957003,1887667,BIN649968333693,ТОО АстанаСнаб 941,12,1,4282.28,3,485,1120158,1
Техника,Шымкент,2556886,2788753,BIN940981425605,ТОО Медика 701,10,7,2694.3,2,479,8558870,0
Канцелярия,Алматы,4536782,3126683,BIN116065236383,ТОО ЭкоПоставка 789,2,1,7561.3,12,216,10808458,1
Техника,Актобе,3003538,2324610,BIN877493622612,ТОО ПрофСтрой 365,4,4,3972.93,5,90,3674059,0
Строительство,Атырау,1358572,1103518,BIN364981393567,ТОО ТехИмпорт 921,7,2,1677.25,2,309,16385559,0
Строительство,Астана,2294317,3038718,BIN571636093923,ТОО Медика 585,14,9,7699.05,13,151,6262604,0
Медикаменты,Актобе,5710934,4306367,BIN961411619603,ТОО Медика 747,15,8,6214.29,1,65,5082635,0
Техника,Атырау,4667124,4899147,BIN119353969473,ТОО ПрофСтрой 998,11,10,8304.49,14,382,14621438,0
Канцелярия,Астана,1156384,1227963,BIN961575046693,ТОО ТехИмпорт 739,2,10,2228.1,7,295,4014443,0
Техника,Актобе,4714443,3060504,BIN462491195042,ТОО ЭкоПоставка 106,6,7,31221.48,15,265,9683294,0
Продукты,Шымкент,4269985,2697081,BIN800671117192,ТОО АстанаСнаб 63,9,5,4687.14,7,61,4843351,0
Канцелярия,Алматы,2876983,3879770,BIN966071159394,ТОО ТехИмпорт 805,12,5,13018.02,2,256,8872915,0
Строительство,Актобе,5895595,4649387,BIN261199821149,ТОО Медика 777,2,1,20329.64,5,467,7821550,0
Медикаменты,Астана,4831610,3181499,BIN362751103480,ТОО ПрофСтрой 268,5,2,41651.81,6,319,9086506,0
Медикаменты,Астана,2736805,2951403,BIN601515746437,ТОО ПрофСтрой 176,11,10,4400.01,4,451,3811889,0
Техника,Астана,3019916,2960046,BIN957659570478,ТОО ПрофСтрой 766,15,8,5316.75,5,254,18598882,0
Медикаменты,Шымкент,3770743,2864423,BIN288490125943,ТОО Медика 3,12,8,85698.7,6,120,8657112,0
Строительство,Актобе,3279496,3070590,BIN509514885408,ТОО ПрофСтрой 716,3,4,5941.12,6,433,10467861,0
Медикаменты,Алматы,3639710,2414061,BIN696801237768,ТОО АстанаСнаб 384,4,5,10166.79,13,314,19972462,0
Строительство,Атырау,3759819,4609210,BIN188790748159,ТОО АстанаСнаб 895,8,7,14350.45,6,141,6026956,0
Продукты,Атырау,6804583,4304231,BIN560236684390,ТОО ЭкоПоставка 348,1,6,7611.39,6,185,18149347,0
Канцелярия,Актобе,3611434,2369985,BIN637801579913,ТОО ПрофСтрой 294,14,4,3964.25,1,352,6224899,1
Строительство,Алматы,1513887,975077,BIN117989993628,ТОО ТехИмпорт 792,11,6,3052.19,10,422,13677905,1
Техника,Астана,2996977,2119698,BIN929736322918,ТОО ПрофСтрой 341,6,8,3344.84,14,424,1312465,0
Строительство,Астана,2764802,3073952,BIN883638661289,ТОО ТехИмпорт 446,12,8,3295.35,10,160,10044956,0
Строительство,Актобе,2994336,3622612,BIN714630339506,ТОО СнабKZ 535,7,7,4876.77,4,147,1889823,0
Канцелярия,Атырау,779027,910207,BIN214759546460,ТОО ТехИмпорт 399,9,3,2055.48,9,433,14557792,0
Строительство,Алматы,1222748,911972,BIN264090221564,ТОО Медика 195,2,10,1405.46,3,81,17470597,0
Продукты,Астана,4658152,4498406,BIN361348096265,ТОО Медика 291,5,4,40860.98,5,472,4085014,0
Медикаменты,Атырау,2901739,2041615,BIN303262258975,ТОО СнабKZ 95,7,4,3417.83,3,308,3290946,0
Строительство,Шымкент,4772523,4628917,BIN769257529617,ТОО ТехИмпорт 922,4,7,7735.05,7,289,5357956,0
Медикаменты,Атырау,2118657,2063833,BIN947812305378,ТОО ЭкоПоставка 140,11,4,54324.54,2,255,3264212,0
Техника,Алматы,2611886,2032789,BIN806332889301,ТОО ПрофСтрой 942,15,6,3113.09,12,120,18961271,0
Техника,Шымкент,1220735,1218873,BIN692578443116,ТОО АстанаСнаб 550,4,2,2625.24,1,129,8412900,0
Медикаменты,Атырау,2702845,2618906,BIN899637406776,ТОО ТехИмпорт 527,14,6,4423.64,2,281,13090376,1
Строительство,Атырау,4068618,2885301,BIN761269288025,ТОО ТехИмпорт 848,13,10,22478.55,10,311,17852564,1
Строительство,Актобе,5201446,4891530,BIN614187669844,ТОО СнабKZ 158,4,8,26674.08,5,220,2188238,0
Медикаменты,Актобе,2671004,2955262,BIN806728164927,ТОО ТехИмпорт 130,8,4,6269.96,13,320,9856825,0
Продукты,Шымкент,521503,584545,BIN500421359966,ТОО ТехИмпорт 95,15,7,609.95,14,439,19190430,0
Продукты,Астана,3943652,4440149,BIN223117767166,ТОО АстанаСнаб 320,11,7,4527.73,11,273,17724007,0
Медикаменты,Актобе,411922,586156,BIN805546084580,ТОО Медика 204,4,3,1316.04,11,463,17341381,0
